Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
236,DeAndre Jordan,C,35,DEN,11,1,13.9,2.0,3.5,.579,0.0,0.0,,2.0,3.5,.579,.579,1.0,2.8,.355,1.9,3.3,5.2,1.1,0.4,0.5,1.0,1.8,5.0,jordade01
237,Cory Joseph,PG,32,GSW,12,0,10.6,0.8,2.6,.290,0.3,1.7,.200,0.4,0.9,.455,.355,0.3,0.6,.571,0.2,0.8,0.9,2.0,0.3,0.2,0.4,0.8,2.2,josepco01
238,Nikola Jović,PF,20,MIA,4,1,12.0,1.0,3.0,.333,0.8,1.8,.429,0.3,1.3,.200,.458,0.8,1.0,.750,0.3,5.5,5.8,2.3,0.3,0.0,1.3,2.3,3.5,jovicni01
239,Johnny Juzang,SG,22,UTA,1,0,4.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,juzanjo01
240,Luke Kennard,SG,27,MEM,8,0,21.5,2.6,7.3,.362,2.1,5.8,.370,0.5,1.5,.333,.509,0.9,0.9,1.000,0.4,2.5,2.9,2.0,0.6,0.1,0.6,0.5,8.3,kennalu01
241,Walker Kessler,C,22,UTA,20,12,25.4,4.0,6.9,.580,0.1,0.7,.154,3.9,6.3,.624,.587,0.8,1.5,.533,3.0,5.2,8.2,0.9,0.5,2.7,1.3,2.1,8.9,kesslwa01
242,Braxton Key,SF,26,DEN,6,0,2.5,0.2,0.8,.200,0.0,0.3,.000,0.2,0.5,.333,.200,0.2,0.3,.500,0.0,0.5,0.5,0.8,0.0,0.0,0.0,0.5,0.5,keybr01
243,Corey Kispert,SF,24,WAS,25,1,23.0,3.8,8.3,.452,2.0,5.4,.381,1.7,3.0,.581,.575,1.5,2.0,.740,0.4,2.0,2.4,1.5,0.4,0.2,1.0,1.8,11.0,kispeco01
244,Maxi Kleber,C,32,DAL,5,1,18.0,0.8,3.2,.250,0.6,1.8,.333,0.2,1.4,.143,.344,1.2,2.0,.600,0.8,3.4,4.2,2.0,0.2,0.2,0.8,1.6,3.4,klebima01
245,Kevin Knox,SF,24,DET,10,2,15.0,2.3,4.8,.479,1.0,2.6,.385,1.3,2.2,.591,.583,0.4,0.5,.800,0.5,1.9,2.4,0.5,0.5,0.2,0.9,1.4,6.0,knoxke01
246,John Konchar,SF,27,MEM,21,2,17.8,1.1,3.2,.353,0.7,2.1,.318,0.5,1.1,.417,.456,0.3,0.4,.750,1.0,3.0,4.0,1.4,0.8,0.6,0.5,1.1,3.2,konchjo01
247,Furkan Korkmaz,SG,26,PHI,19,0,6.8,0.6,1.8,.343,0.3,1.0,.263,0.4,0.8,.438,.414,0.4,0.5,.778,0.1,0.4,0.5,0.5,0.5,0.0,0.4,0.5,1.9,korkmfu01
248,Luke Kornet,C,28,BOS,17,0,12.9,1.9,2.5,.744,0.0,0.0,,1.9,2.5,.744,.744,0.6,0.7,.833,1.5,1.8,3.3,0.6,0.5,0.8,0.4,1.1,4.4,kornelu01
249,Jonathan Kuminga,PF,21,GSW,26,5,21.1,4.5,9.2,.492,0.8,2.4,.317,3.8,6.8,.554,.533,2.3,3.6,.645,1.2,2.5,3.7,1.0,0.7,0.3,1.3,2.4,12.2,kuminjo01
250,Kyle Kuzma,PF,28,WAS,26,26,31.1,9.0,19.1,.471,2.4,6.6,.363,6.6,12.5,.528,.533,2.8,3.7,.779,0.8,5.2,6.0,4.2,0.3,0.7,2.4,2.1,23.2,kuzmaky01
251,Jock Landale,C,28,HOU,16,0,8.5,0.6,1.8,.357,0.1,0.6,.200,0.5,1.1,.444,.393,0.3,0.3,1.000,0.8,1.0,1.8,0.5,0.3,0.2,0.5,0.8,1.6,landajo01
252,Jake LaRavia,PF,22,MEM,8,0,12.4,1.4,4.0,.344,0.4,2.5,.150,1.0,1.5,.667,.391,0.1,0.3,.500,0.6,0.8,1.4,0.6,0.1,0.0,0.5,1.9,3.3,laravja01
253,Zach LaVine,SG,28,CHI,18,18,35.3,7.3,16.6,.443,2.4,7.1,.336,4.9,9.4,.524,.515,3.9,4.6,.866,0.3,4.6,4.9,3.4,0.9,0.2,2.0,2.1,21.0,lavinza01
254,A.J. Lawson,SG,23,DAL,10,0,6.8,1.2,2.8,.429,0.4,1.6,.250,0.8,1.2,.667,.500,0.3,0.6,.500,0.3,0.3,0.6,0.3,0.0,0.1,0.2,0.4,3.1,lawsoaj01
255,Saben Lee,PG,24,PHO,4,0,2.8,1.0,1.8,.571,0.0,0.3,.000,1.0,1.5,.667,.571,0.5,0.5,1.000,0.5,0.3,0.8,0.8,0.0,0.3,0.0,0.3,2.5,leesa01
256,Alex Len,C,30,SAC,6,0,6.8,1.0,1.3,.750,0.0,0.2,.000,1.0,1.2,.857,.750,0.5,1.2,.429,1.2,1.5,2.7,0.8,0.2,0.8,0.3,0.3,2.5,lenal01
257,Kawhi Leonard,SF,32,LAC,27,27,34.5,9.0,17.3,.521,2.3,5.4,.429,6.7,11.9,.564,.589,4.0,4.5,.877,1.1,4.9,5.9,3.5,1.5,0.7,1.5,1.5,24.4,leonaka01
258,Caris LeVert,SG,29,CLE,21,1,29.7,5.6,13.5,.417,1.8,5.4,.325,3.9,8.0,.479,.482,2.4,3.2,.750,0.5,3.2,3.8,3.7,1.1,0.4,1.5,1.7,15.4,leverca01
259,Kira Lewis Jr.,PG,22,NOP,13,0,10.1,1.2,3.6,.319,0.2,1.3,.118,1.0,2.3,.433,.340,0.6,0.7,.889,0.2,0.6,0.8,1.4,0.4,0.1,0.5,0.6,3.1,lewiski01
260,Maxwell Lewis,SF,21,LAL,12,0,4.4,0.1,0.8,.111,0.1,0.3,.333,0.0,0.5,.000,.167,0.0,0.0,,0.1,0.2,0.3,0.3,0.2,0.0,0.4,0.2,0.3,lewisma05
261,E.J. Liddell,PF,23,NOP,3,0,3.0,0.3,1.3,.250,0.0,1.0,.000,0.3,0.3,1.000,.250,0.7,0.7,1.000,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.3,1.3,liddeej01
262,Damian Lillard,PG,33,MIL,25,25,35.4,7.7,17.4,.441,3.3,8.8,.374,4.4,8.6,.509,.536,7.7,8.4,.919,0.6,3.9,4.5,7.0,1.1,0.2,2.7,1.6,26.3,lillada01
263,Nassir Little,PF,23,PHO,20,2,16.2,1.9,3.9,.494,0.8,2.2,.364,1.1,1.7,.667,.597,0.8,0.9,.833,0.7,2.0,2.7,0.8,0.5,0.4,0.5,1.3,5.4,littlna01
264,Dereck Lively II,C,19,DAL,23,22,25.3,4.1,5.6,.734,0.0,0.1,.000,4.1,5.5,.746,.734,0.7,1.3,.586,2.9,4.9,7.7,1.1,0.7,1.6,1.2,3.0,8.9,livelde01
265,Isaiah Livers,PF,25,DET,13,1,20.5,1.6,5.7,.284,0.9,3.8,.245,0.7,1.9,.360,.365,0.6,0.8,.727,0.5,1.7,2.2,1.2,0.6,0.2,0.8,1.6,4.8,liveris01
266,Chris Livingston,SF,20,MIL,5,0,4.2,0.6,0.8,.750,0.2,0.2,1.000,0.4,0.6,.667,.875,0.0,0.0,,0.2,0.8,1.0,0.2,0.2,0.0,0.2,0.4,1.4,livinch01
267,Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,.378,0.2,0.7,.300,0.7,1.8,.407,.419,0.5,1.0,.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,loftoke01
268,Kevon Looney,C,27,GSW,27,24,21.8,2.3,4.0,.560,0.0,0.0,,2.3,4.0,.560,.560,0.9,1.2,.697,2.6,5.3,7.9,2.7,0.7,0.3,0.9,2.4,5.4,looneke01
269,Brook Lopez,C,35,MIL,27,27,30.7,4.9,10.0,.491,1.7,5.1,.338,3.2,4.9,.652,.577,1.7,2.0,.818,1.5,3.3,4.8,1.4,0.7,3.1,0.9,2.7,13.3,lopezbr01
270,Robin Lopez,C,35,MIL,7,0,3.0,0.1,0.6,.250,0.1,0.4,.333,0.0,0.1,.000,.375,0.3,0.3,1.000,0.0,0.1,0.1,0.3,0.0,0.1,0.1,0.4,0.7,lopezro01
271,Kevin Love,PF,35,MIA,21,5,19.2,3.0,7.1,.427,2.0,5.3,.369,1.1,1.9,.590,.563,1.5,1.9,.821,0.9,6.0,6.9,2.5,0.4,0.1,0.7,1.9,9.6,loveke01
272,Kyle Lowry,PG,37,MIA,26,26,29.4,3.2,7.0,.451,2.1,4.8,.440,1.0,2.2,.474,.602,1.1,1.3,.829,0.7,3.1,3.8,4.2,1.2,0.3,1.3,2.7,9.5,lowryky01
273,Seth Lundy,SF,23,ATL,2,0,5.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.0,lundyse01
274,Trey Lyles,PF,28,SAC,13,0,20.0,2.2,5.5,.408,1.3,4.2,.315,0.9,1.3,.706,.528,0.9,1.5,.632,0.9,4.5,5.5,1.5,0.1,0.4,0.7,1.8,6.7,lylestr01
275,Théo Maledon,PG,22,CHO,13,1,15.4,1.5,5.1,.288,0.4,2.3,.167,1.1,2.8,.389,.326,0.8,0.9,.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2,maledth01
276,Sandro Mamukelashvili,C,24,SAS,11,0,7.6,0.8,2.3,.360,0.4,1.4,.267,0.5,0.9,.500,.440,0.5,0.5,.833,0.6,1.4,2.0,1.2,0.3,0.3,0.5,0.9,2.5,mamuksa01
277,Terance Mann,SG,27,LAC,21,17,26.6,2.7,6.2,.431,0.7,2.9,.233,2.0,3.3,.600,.485,0.7,1.0,.682,1.1,2.4,3.5,2.0,0.7,0.4,0.7,1.8,6.7,mannte01
278,Tre Mann,PG,22,OKC,9,0,10.2,1.8,3.6,.500,0.6,1.4,.385,1.2,2.1,.579,.578,0.1,0.1,1.000,0.3,1.6,1.9,1.6,0.3,0.0,0.9,0.3,4.2,manntr01
279,Boban Marjanović,C,35,HOU,3,0,6.7,1.7,3.0,.556,0.0,0.3,.000,1.7,2.7,.625,.556,0.0,0.3,.000,0.7,2.0,2.7,1.0,0.0,0.3,0.0,0.7,3.3,marjabo01
280,Lauri Markkanen,PF,26,UTA,19,19,33.1,7.9,16.3,.484,3.1,8.2,.381,4.8,8.2,.587,.579,4.4,5.2,.848,2.1,6.5,8.6,1.3,0.9,0.7,1.3,2.2,23.3,markkla01
281,Naji Marshall,SF,26,NOP,19,0,20.0,2.7,6.1,.452,1.3,2.9,.436,1.5,3.2,.467,.557,1.6,1.9,.811,1.1,3.1,4.2,2.4,0.8,0.3,1.2,1.4,8.3,marshna01
282,Caleb Martin,SF,28,MIA,18,8,26.9,4.5,10.2,.443,1.3,3.4,.371,3.2,6.7,.479,.505,1.3,1.9,.676,1.3,3.6,4.9,2.3,0.8,0.2,1.4,2.2,11.6,martica02
283,KJ Martin,SF,23,TOT,16,0,7.0,0.8,1.8,.464,0.1,0.4,.167,0.8,1.4,.545,.482,0.3,0.5,.500,0.3,0.7,1.0,0.6,0.5,0.1,0.3,1.1,1.9,martike04
283,KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0,martike04
283,KJ Martin,SF,23,PHI,14,0,5.8,0.6,1.3,.500,0.0,0.1,.000,0.6,1.2,.529,.500,0.2,0.4,.500,0.3,0.6,0.9,0.6,0.4,0.0,0.2,1.0,1.5,martike04
284,Garrison Mathews,SG,27,ATL,15,1,10.9,1.0,2.1,.469,1.0,2.1,.469,0.0,0.0,,.703,0.0,0.1,.000,0.2,0.9,1.1,0.1,0.3,0.1,0.4,1.5,3.0,mathega01
285,Bennedict Mathurin,SF,21,IND,26,12,25.5,5.0,11.2,.452,1.3,3.5,.389,3.7,7.7,.480,.512,2.8,3.3,.849,1.1,2.7,3.8,2.1,0.6,0.2,1.5,2.1,14.2,mathube01
286,Wesley Matthews,SG,37,ATL,16,1,12.0,0.6,2.4,.263,0.4,1.8,.207,0.3,0.6,.444,.342,0.9,1.2,.737,0.3,1.3,1.5,0.7,0.6,0.1,0.3,1.4,2.5,matthwe02
